date,open,high,low,close,volume,symbol
,urth,urth,urth,urth,urth,
2023-11-20,126.23999786376953,127.26000213623047,126.12000274658203,127.06999969482422,336700,URTH
2023-11-21,126.94999694824219,126.95999908447266,126.58000183105469,126.80000305175781,157000,URTH
2023-11-22,127.2699966430664,127.47000122070312,126.81999969482422,127.2300033569336,233100,URTH
2023-11-24,127.27999877929688,127.55999755859375,127.2699966430664,127.5199966430664,253200,URTH
2023-11-27,127.30999755859375,127.5,127.18000030517578,127.30999755859375,690000,URTH
2023-11-28,127.08999633789062,127.75,127.0,127.41000366210938,233000,URTH
2023-11-29,127.9800033569336,128.1999969482422,127.33000183105469,127.43000030517578,666400,URTH
2023-11-30,127.69999694824219,127.88999938964844,127.13999938964844,127.77999877929688,554600,URTH
2023-12-01,127.6500015258789,128.8800048828125,127.5199966430664,128.75999450683594,440800,URTH
2023-12-04,127.69999694824219,128.17999267578125,127.43000030517578,128.0399932861328,291300,URTH
2023-12-05,127.5199966430664,128.1300048828125,127.5199966430664,127.83999633789062,331300,URTH
2023-12-06,128.5800018310547,128.67999267578125,127.48999786376953,127.54000091552734,316400,URTH
2023-12-07,128.11000061035156,128.58999633789062,127.86000061035156,128.4600067138672,205200,URTH
2023-12-08,128.25,129.11000061035156,128.1999969482422,128.9199981689453,194700,URTH
2023-12-11,128.6999969482422,129.4199981689453,128.6999969482422,129.41000366210938,485900,URTH
2023-12-12,129.3800048828125,129.8000030517578,128.92999267578125,129.75,759700,URTH
2023-12-13,129.91000366210938,131.72999572753906,129.64999389648438,131.6699981689453,241000,URTH
2023-12-14,132.3800048828125,132.77999877929688,131.72000122070312,132.36000061035156,292400,URTH
2023-12-15,132.11000061035156,132.3699951171875,131.72000122070312,131.9499969482422,340600,URTH
2023-12-18,132.4199981689453,132.72999572753906,132.22999572753906,132.55999755859375,502900,URTH
2023-12-19,132.8300018310547,133.5,132.8300018310547,133.47999572753906,226600,URTH
2023-12-20,132.27000427246094,132.6999969482422,130.5800018310547,130.6300048828125,341500,URTH
2023-12-21,131.7100067138672,132.22999572753906,131.1699981689453,132.16000366210938,246300,URTH
2023-12-22,132.5,132.83999633789062,131.89999389648438,132.42999267578125,166300,URTH
2023-12-26,132.63999938964844,133.25,132.61000061035156,132.97999572753906,272100,URTH
2023-12-27,133.05999755859375,133.4199981689453,132.97999572753906,133.36000061035156,163400,URTH
2023-12-28,133.49000549316406,133.64999389648438,133.19000244140625,133.27999877929688,166100,URTH
2023-12-29,133.2100067138672,133.52000427246094,132.5800018310547,133.02000427246094,194800,URTH
2024-01-02,132.02999877929688,132.3300018310547,131.52999877929688,131.91000366210938,919100,URTH
2024-01-03,131.22000122070312,131.41000366210938,130.66000366210938,130.85000610351562,234500,URTH
2024-01-04,130.7899932861328,131.5500030517578,130.66000366210938,130.6999969482422,329100,URTH
2024-01-05,130.6699981689453,131.6300048828125,130.5399932861328,130.86000061035156,214800,URTH
2024-01-08,131.08999633789062,132.61000061035156,131.02999877929688,132.58999633789062,352600,URTH
2024-01-09,131.77000427246094,132.38999938964844,131.55999755859375,132.05999755859375,246700,URTH
2024-01-10,132.3800048828125,133.0500030517578,132.22000122070312,132.8300018310547,314600,URTH
2024-01-11,133.05999755859375,133.22000122070312,131.69000244140625,132.82000732421875,132500,URTH
2024-01-12,133.30999755859375,133.60000610351562,132.72000122070312,132.92999267578125,221000,URTH
2024-01-16,132.24000549316406,132.5500030517578,131.61000061035156,132.00999450683594,641400,URTH
2024-01-17,130.9600067138672,131.2100067138672,130.47999572753906,131.14999389648438,362600,URTH
2024-01-18,131.5500030517578,132.35000610351562,131.27000427246094,132.25,227900,URTH
2024-01-19,132.47999572753906,133.6300048828125,132.19000244140625,133.6300048828125,126000,URTH
2024-01-22,134.05999755859375,134.36000061035156,133.77999877929688,133.94000244140625,235000,URTH
2024-01-23,134.02000427246094,134.17999267578125,133.57000732421875,134.11000061035156,247400,URTH
2024-01-24,135.11000061035156,135.3699951171875,134.33999633789062,134.4199981689453,242300,URTH
2024-01-25,134.91000366210938,135.02000427246094,134.39999389648438,134.9499969482422,244500,URTH
2024-01-26,135.14999389648438,135.4499969482422,134.8699951171875,135.07000732421875,295300,URTH
2024-01-29,135.16000366210938,136.1199951171875,134.9600067138672,136.11000061035156,197900,URTH
2024-01-30,135.86000061035156,136.08999633789062,135.72000122070312,135.99000549316406,311700,URTH
2024-01-31,135.67999267578125,135.82000732421875,134.11000061035156,134.1999969482422,371300,URTH
2024-02-01,134.61000061035156,135.8000030517578,134.39999389648438,135.75,54000,URTH
2024-02-02,135.52999877929688,136.74000549316406,135.3300018310547,136.4499969482422,164000,URTH
2024-02-05,136.1199951171875,136.17999267578125,135.14999389648438,135.83999633789062,193200,URTH
2024-02-06,136.0,136.3699951171875,135.7899932861328,136.3699951171875,128200,URTH
2024-02-07,136.74000549316406,137.25,136.67999267578125,137.14999389648438,100000,URTH
2024-02-08,137.16000366210938,137.3000030517578,136.8699951171875,137.22999572753906,139900,URTH
2024-02-09,137.39999389648438,138.0,137.3300018310547,137.89999389648438,69000,URTH
2024-02-12,137.97000122070312,138.55999755859375,137.89999389648438,138.0,55700,URTH
2024-02-13,136.17999267578125,136.49000549316406,135.13999938964844,135.92999267578125,206100,URTH
2024-02-14,136.7100067138672,137.5,136.36000061035156,137.3800048828125,268600,URTH
2024-02-15,137.72999572753906,138.5800018310547,137.69000244140625,138.5500030517578,183200,URTH
2024-02-16,138.39999389648438,138.85000610351562,137.88999938964844,138.0399932861328,277100,URTH
2024-02-20,137.9499969482422,138.08999633789062,137.16000366210938,137.61000061035156,337800,URTH
2024-02-21,137.27999877929688,137.72000122070312,136.8300018310547,137.6999969482422,136400,URTH
2024-02-22,139.33999633789062,140.35000610351562,139.16000366210938,140.17999267578125,148400,URTH
2024-02-23,140.4600067138672,140.72999572753906,140.08999633789062,140.3300018310547,248500,URTH
2024-02-26,140.3300018310547,140.49000549316406,139.60000610351562,139.7899932861328,448600,URTH
2024-02-27,140.0,140.1999969482422,139.64999389648438,140.14999389648438,152500,URTH
2024-02-28,139.49000549316406,139.89999389648438,139.49000549316406,139.7100067138672,187000,URTH
2024-02-29,140.27000427246094,140.52000427246094,139.4600067138672,140.27999877929688,329900,URTH
2024-03-01,140.60000610351562,141.60000610351562,140.25,141.5399932861328,259400,URTH
2024-03-04,141.3300018310547,141.83999633789062,141.24000549316406,141.3699951171875,268400,URTH
2024-03-05,140.99000549316406,141.19000244140625,139.72000122070312,140.27000427246094,223600,URTH
2024-03-06,141.4600067138672,141.85000610351562,140.92999267578125,141.32000732421875,139000,URTH
2024-03-07,142.19000244140625,143.02999877929688,142.0399932861328,142.83999633789062,71500,URTH
2024-03-08,142.99000549316406,143.61000061035156,141.82000732421875,142.0800018310547,178800,URTH
2024-03-11,141.57000732421875,141.8000030517578,140.97999572753906,141.6699981689453,200700,URTH
2024-03-12,142.27000427246094,143.1999969482422,141.5399932861328,143.16000366210938,277700,URTH
2024-03-13,143.1999969482422,143.36000061035156,142.69000244140625,143.02999877929688,75100,URTH
2024-03-14,143.13999938964844,143.27999877929688,141.69000244140625,142.39999389648438,132400,URTH
2024-03-15,141.8300018310547,142.2100067138672,141.35000610351562,141.74000549316406,110500,URTH
2024-03-18,142.64999389648438,142.85000610351562,142.1199951171875,142.1699981689453,503300,URTH
2024-03-19,142.0500030517578,142.91000366210938,141.74000549316406,142.8699951171875,134300,URTH
2024-03-20,142.88999938964844,144.32000732421875,142.69000244140625,144.2100067138672,92500,URTH
2024-03-21,144.9499969482422,145.10000610351562,144.61000061035156,144.6699981689453,174000,URTH
2024-03-22,144.63999938964844,144.67999267578125,144.22000122070312,144.39999389648438,66600,URTH
2024-03-25,143.9600067138672,144.3000030517578,143.9600067138672,144.0,120100,URTH
2024-03-26,144.36000061035156,144.50999450683594,143.75999450683594,143.80999755859375,217400,URTH
2024-03-27,144.47999572753906,144.9199981689453,144.0500030517578,144.91000366210938,958100,URTH
2024-03-28,144.91000366210938,145.14999389648438,144.66000366210938,144.91000366210938,111400,URTH
2024-04-01,144.8000030517578,145.11000061035156,144.14999389648438,144.5,130200,URTH
2024-04-02,143.42999267578125,143.5399932861328,142.89999389648438,143.5,259900,URTH
2024-04-03,143.3300018310547,144.24000549316406,143.3300018310547,143.92999267578125,133800,URTH
2024-04-04,145.0,145.19000244140625,142.2899932861328,142.3000030517578,96500,URTH
2024-04-05,142.47000122070312,144.0,142.39999389648438,143.55999755859375,159200,URTH
2024-04-08,144.0,144.0800018310547,143.6199951171875,143.72000122070312,167100,URTH
2024-04-09,144.3000030517578,144.41000366210938,142.77999877929688,143.8300018310547,143700,URTH
2024-04-10,142.2100067138672,142.85000610351562,141.80999755859375,142.24000549316406,161300,URTH
2024-04-11,142.75,143.47000122070312,141.6300048828125,143.22000122070312,165000,URTH
2024-04-12,142.0,142.49000549316406,140.67999267578125,140.99000549316406,254800,URTH
2024-04-15,142.25,142.33999633789062,139.3800048828125,139.5500030517578,149400,URTH
2024-04-16,139.22999572753906,139.64999389648438,138.63999938964844,138.97999572753906,174500,URTH
2024-04-17,139.72999572753906,139.72999572753906,138.02999877929688,138.52000427246094,194700,URTH
2024-04-18,138.77999877929688,139.27999877929688,137.85000610351562,138.11000061035156,199400,URTH
2024-04-19,138.0399932861328,138.4199981689453,136.92999267578125,137.30999755859375,128900,URTH
2024-04-22,138.07000732421875,139.25,137.5800018310547,138.50999450683594,245500,URTH
2024-04-23,139.10000610351562,140.3300018310547,139.00999450683594,140.05999755859375,447800,URTH
2024-04-24,140.3300018310547,140.50999450683594,139.41000366210938,139.9499969482422,383800,URTH
2024-04-25,138.30999755859375,139.67999267578125,137.75,139.4499969482422,355000,URTH
2024-04-26,140.27999877929688,141.02000427246094,140.27999877929688,140.8000030517578,76600,URTH
2024-04-29,141.25999450683594,141.38999938964844,140.72999572753906,141.22999572753906,129400,URTH
2024-04-30,140.6999969482422,141.0500030517578,139.0399932861328,139.1699981689453,186500,URTH
2024-05-01,138.8300018310547,140.5500030517578,138.5800018310547,138.60000610351562,45300,URTH
2024-05-02,139.75999450683594,140.3300018310547,138.89999389648438,140.0800018310547,135600,URTH
2024-05-03,141.8800048828125,142.05999755859375,141.05999755859375,141.77999877929688,140900,URTH
2024-05-06,142.5399932861328,143.1699981689453,142.47999572753906,143.1699981689453,74700,URTH
2024-05-07,143.38999938964844,143.66000366210938,143.17999267578125,143.32000732421875,111500,URTH
2024-05-08,142.80999755859375,143.35000610351562,142.72999572753906,143.30999755859375,215200,URTH
2024-05-09,143.35000610351562,144.1699981689453,143.24000549316406,144.13999938964844,147700,URTH
2024-05-10,144.7100067138672,144.8300018310547,144.08999633789062,144.3800048828125,79000,URTH
2024-05-13,144.7899932861328,144.7899932861328,144.0800018310547,144.2899932861328,210800,URTH
2024-05-14,144.60000610351562,145.17999267578125,144.39999389648438,145.13999938964844,366600,URTH
2024-05-15,145.7100067138672,146.85000610351562,145.58999633789062,146.8000030517578,147700,URTH
2024-05-16,146.8800048828125,147.0399932861328,146.3800048828125,146.44000244140625,123400,URTH
2024-05-17,146.49000549316406,146.72999572753906,146.30999755859375,146.72999572753906,51000,URTH
2024-05-20,146.8699951171875,147.24000549316406,146.72000122070312,146.77999877929688,63500,URTH
2024-05-21,146.5,147.0399932861328,146.5,147.02000427246094,58500,URTH
2024-05-22,146.74000549316406,146.75,145.8000030517578,146.30999755859375,157900,URTH
2024-05-23,147.39999389648438,147.39999389648438,145.00999450683594,145.3000030517578,145100,URTH
2024-05-24,145.80999755859375,146.55999755859375,145.75999450683594,146.30999755859375,68900,URTH
2024-05-28,146.61000061035156,146.67999267578125,145.72999572753906,146.33999633789062,318800,URTH
2024-05-29,145.02000427246094,145.27999877929688,144.77999877929688,144.82000732421875,129000,URTH
2024-05-30,144.92999267578125,145.13999938964844,144.22999572753906,144.6300048828125,179900,URTH
2024-05-31,145.05999755859375,145.92999267578125,143.77999877929688,145.7100067138672,599300,URTH
2024-06-03,146.3300018310547,146.44000244140625,144.83999633789062,146.05999755859375,180800,URTH
2024-06-04,145.6999969482422,146.1999969482422,145.22000122070312,146.02999877929688,383800,URTH
2024-06-05,146.6699981689453,147.55999755859375,146.16000366210938,147.55999755859375,141300,URTH
2024-06-06,147.6999969482422,147.82000732421875,147.22999572753906,147.64999389648438,208100,URTH
2024-06-07,147.22999572753906,147.64999389648438,146.8000030517578,147.02999877929688,46400,URTH
2024-06-10,146.72000122070312,147.42999267578125,146.25999450683594,147.36000061035156,210900,URTH
2024-06-11,145.4600067138672,145.99000549316406,144.80999755859375,145.97000122070312,315400,URTH
2024-06-12,147.69000244140625,148.13999938964844,147.1300048828125,147.3300018310547,249100,URTH
2024-06-13,147.44000244140625,147.44000244140625,146.25,147.00999450683594,257800,URTH
2024-06-14,146.19000244140625,146.5800018310547,145.75999450683594,146.5800018310547,195700,URTH
2024-06-17,146.3800048828125,147.75,146.1699981689453,147.47000122070312,168900,URTH
2024-06-18,147.58999633789062,148.0,147.52999877929688,147.9600067138672,145200,URTH
2024-06-20,148.0399932861328,148.32000732421875,147.22999572753906,147.72000122070312,207100,URTH
2024-06-21,147.1199951171875,147.42999267578125,146.8300018310547,147.22999572753906,99100,URTH
2024-06-24,147.49000549316406,148.22000122070312,147.2100067138672,147.27000427246094,168200,URTH
2024-06-25,147.55999755859375,147.8800048828125,147.24000549316406,147.77999877929688,102900,URTH
2024-06-26,147.25,147.82000732421875,147.07000732421875,147.6999969482422,258500,URTH
2024-06-27,147.72000122070312,148.0500030517578,147.44000244140625,147.74000549316406,260400,URTH
2024-06-28,148.08999633789062,148.86000061035156,147.1999969482422,147.49000549316406,135100,URTH
2024-07-01,148.0399932861328,148.10000610351562,147.13999938964844,147.80999755859375,283400,URTH
2024-07-02,147.42999267578125,148.5800018310547,147.39999389648438,148.5800018310547,155000,URTH
2024-07-03,149.1300048828125,149.6199951171875,148.9499969482422,149.58999633789062,88800,URTH
2024-07-05,150.0500030517578,150.52000427246094,149.47000122070312,150.5,155700,URTH
2024-07-08,150.67999267578125,150.75999450683594,150.14999389648438,150.33999633789062,105600,URTH
2024-07-09,150.38999938964844,150.61000061035156,150.16000366210938,150.42999267578125,61700,URTH
2024-07-10,150.9199981689453,152.02000427246094,150.75999450683594,152.02000427246094,96300,URTH
2024-07-11,152.27999877929688,152.5500030517578,151.0399932861328,151.27000427246094,429200,URTH
2024-07-12,151.75,153.33999633789062,151.64999389648438,152.39999389648438,732800,URTH
2024-07-15,152.86000061035156,153.3000030517578,152.13999938964844,152.41000366210938,118800,URTH
2024-07-16,152.57000732421875,153.4199981689453,152.47000122070312,153.3000030517578,691600,URTH
2024-07-17,151.94000244140625,152.38999938964844,151.44000244140625,151.60000610351562,326900,URTH
2024-07-18,151.91000366210938,151.99000549316406,149.7100067138672,150.24000549316406,79200,URTH
2024-07-19,150.0500030517578,150.30999755859375,149.0399932861328,149.17999267578125,193200,URTH
2024-07-22,150.3699951171875,150.91000366210938,149.97999572753906,150.77000427246094,195100,URTH
2024-07-23,150.6199951171875,151.0500030517578,150.22999572753906,150.2899932861328,241500,URTH
2024-07-24,149.27999877929688,149.27999877929688,147.14999389648438,147.22999572753906,297700,URTH
2024-07-25,146.91000366210938,148.5800018310547,146.11000061035156,146.5,314900,URTH
2024-07-26,147.6300048828125,148.75999450683594,147.3800048828125,148.1300048828125,65600,URTH
2024-07-29,148.6199951171875,148.6999969482422,147.64999389648438,148.0800018310547,499700,URTH
2024-07-30,148.6199951171875,148.8300018310547,146.9199981689453,147.66000366210938,45800,URTH
2024-07-31,149.92999267578125,150.6999969482422,149.36000061035156,149.97000122070312,444200,URTH
2024-08-01,149.8800048828125,150.3800048828125,146.39999389648438,147.30999755859375,300300,URTH
2024-08-02,145.30999755859375,145.60000610351562,143.3800048828125,144.6199951171875,372000,URTH
2024-08-05,138.72000122070312,141.9600067138672,138.38999938964844,140.67999267578125,545900,URTH
2024-08-06,140.8300018310547,143.39999389648438,140.3000030517578,141.75999450683594,623900,URTH
2024-08-07,143.83999633789062,144.3699951171875,141.14999389648438,141.17999267578125,156900,URTH
2024-08-08,142.72999572753906,144.42999267578125,142.16000366210938,144.17999267578125,139100,URTH
2024-08-09,144.1199951171875,145.25,143.85000610351562,145.02999877929688,80200,URTH
2024-08-12,145.1699981689453,145.57000732421875,144.44000244140625,144.89999389648438,144800,URTH
2024-08-13,145.9600067138672,147.47999572753906,145.94000244140625,147.4199981689453,166400,URTH
2024-08-14,147.5399932861328,148.1999969482422,147.16000366210938,147.8699951171875,253800,URTH
2024-08-15,149.39999389648438,150.39999389648438,149.35000610351562,150.08999633789062,222100,URTH
2024-08-16,149.94000244140625,150.89999389648438,149.94000244140625,150.7100067138672,122000,URTH
2024-08-19,151.0800018310547,152.2899932861328,151.05999755859375,152.22000122070312,128600,URTH
2024-08-20,152.22000122070312,152.5800018310547,151.72000122070312,152.0,159200,URTH
2024-08-21,152.50999450683594,153.11000061035156,152.14999389648438,152.8699951171875,213900,URTH
2024-08-22,153.3000030517578,153.44000244140625,151.4199981689453,151.49000549316406,383900,URTH
2024-08-23,152.83999633789062,153.88999938964844,152.5399932861328,153.8000030517578,218700,URTH
2024-08-26,153.92999267578125,154.0,153.0,153.36000061035156,103500,URTH
2024-08-27,153.1999969482422,153.85000610351562,152.9600067138672,153.58999633789062,127600,URTH
2024-08-28,153.52000427246094,153.61000061035156,152.0399932861328,152.86000061035156,74700,URTH
2024-08-29,153.52000427246094,154.2899932861328,152.85000610351562,152.9600067138672,253400,URTH
2024-08-30,153.50999450683594,154.27000427246094,152.6699981689453,154.17999267578125,266200,URTH
2024-09-03,153.25999450683594,153.3000030517578,150.49000549316406,151.00999450683594,243200,URTH
2024-09-04,150.3800048828125,151.52999877929688,150.3000030517578,150.72000122070312,391400,URTH
2024-09-05,150.77999877929688,151.32000732421875,149.77000427246094,150.19000244140625,284300,URTH
2024-09-06,150.3000030517578,150.64999389648438,147.47999572753906,147.75,207000,URTH
2024-09-09,149.0500030517578,149.83999633789062,148.61000061035156,149.3300018310547,363700,URTH
2024-09-10,149.7100067138672,149.8800048828125,148.3699951171875,149.74000549316406,214900,URTH
2024-09-11,149.72000122070312,151.3000030517578,147.5500030517578,151.2100067138672,274300,URTH
2024-09-12,151.24000549316406,152.49000549316406,150.6999969482422,152.36000061035156,261700,URTH
2024-09-13,152.63999938964844,153.3800048828125,152.4499969482422,153.13999938964844,186900,URTH
2024-09-16,153.24000549316406,153.6999969482422,152.7899932861328,153.6699981689453,194300,URTH
2024-09-17,154.10000610351562,154.35000610351562,152.89999389648438,153.4199981689453,556600,URTH
2024-09-18,153.7899932861328,154.9499969482422,152.86000061035156,153.00999450683594,574100,URTH
2024-09-19,155.67999267578125,156.16000366210938,154.8000030517578,155.66000366210938,156600,URTH
2024-09-20,155.1199951171875,155.3800048828125,154.4600067138672,155.11000061035156,301700,URTH
2024-09-23,155.50999450683594,155.8000030517578,155.2100067138672,155.5800018310547,147100,URTH
2024-09-24,155.97000122070312,156.3300018310547,155.25,156.07000732421875,372700,URTH
2024-09-25,156.3000030517578,156.4199981689453,155.4600067138672,155.67999267578125,326100,URTH
2024-09-26,157.30999755859375,157.35000610351562,156.44000244140625,157.10000610351562,197400,URTH
2024-09-27,157.11000061035156,157.38999938964844,156.3699951171875,156.6199951171875,141900,URTH
2024-09-30,156.42999267578125,157.02999877929688,155.55999755859375,156.91000366210938,370100,URTH
2024-10-01,156.8000030517578,156.8000030517578,154.8300018310547,155.61000061035156,201700,URTH
2024-10-02,155.36000061035156,155.89999389648438,154.67999267578125,155.6300048828125,123700,URTH
2024-10-03,154.9600067138672,155.55999755859375,154.3800048828125,155.0399932861328,192000,URTH
2024-10-04,155.97999572753906,156.4199981689453,155.13999938964844,156.33999633789062,151500,URTH
2024-10-07,155.86000061035156,156.0800018310547,154.77000427246094,155.0,148200,URTH
2024-10-08,155.52000427246094,156.17999267578125,155.24000549316406,156.07000732421875,131100,URTH
2024-10-09,155.80999755859375,157.0,155.6699981689453,156.89999389648438,204800,URTH
2024-10-10,156.39999389648438,156.85000610351562,156.0399932861328,156.63999938964844,110500,URTH
2024-10-11,156.52999877929688,157.7100067138672,156.52999877929688,157.5399932861328,157000,URTH
2024-10-14,157.72999572753906,158.75,157.63999938964844,158.5399932861328,98900,URTH
2024-10-15,158.49000549316406,158.50999450683594,156.75,156.97000122070312,146200,URTH
2024-10-16,157.2100067138672,157.72000122070312,156.9499969482422,157.61000061035156,121600,URTH
2024-10-17,158.52999877929688,158.52999877929688,157.25,157.6999969482422,168800,URTH
2024-10-18,158.3300018310547,158.5500030517578,157.8800048828125,158.39999389648438,106900,URTH
2024-10-21,158.07000732421875,158.22999572753906,157.05999755859375,157.7100067138672,160000,URTH
2024-10-22,156.9600067138672,157.6300048828125,156.85000610351562,157.4600067138672,114700,URTH
2024-10-23,156.6699981689453,156.75999450683594,155.0800018310547,155.88999938964844,801700,URTH
2024-10-24,156.6199951171875,156.63999938964844,155.72999572753906,156.39999389648438,217200,URTH
2024-10-25,157.08999633789062,157.57000732421875,156.00999450683594,156.14999389648438,282400,URTH
2024-10-28,157.0800018310547,157.1699981689453,156.80999755859375,156.83999633789062,54400,URTH
2024-10-29,156.61000061035156,157.1999969482422,156.22999572753906,156.83999633789062,110300,URTH
2024-10-30,156.4499969482422,157.10000610351562,156.17999267578125,156.27000427246094,116400,URTH
2024-10-31,155.22000122070312,155.22000122070312,153.6999969482422,153.72999572753906,360400,URTH
