asset,target_type,target_name,parameters,n_classes,class_distribution,best_model,best_accuracy,best_f1,best_cv_accuracy,combined_score,all_models
META,sharpe_fixed,SharpeFixed_b-1.0_s1.0_v30_f5d,"{'buy_threshold': -1.0, 'sell_threshold': 1.0, 'vol_window': 30, 'forward_days': 5}",3,"{0: 0.7440758293838863, 1: 0.13933649289099526, 2: 0.11658767772511848}",XGBoost,0.6025236593059937,0.5675533170000219,0.6056224899598394,0.5918998220886184,"{'LogisticRegression': {'cv_accuracy': np.float64(0.26425702811244983), 'test_accuracy': 0.4227129337539432, 'test_f1': 0.4561678863515182, 'test_precision': 0.5607673665310617, 'test_recall': 0.4227129337539432, 'combined_score': np.float64(0.3810459494059704)}, 'RandomForest': {'cv_accuracy': np.float64(0.4128514056224899), 'test_accuracy': 0.5962145110410094, 'test_f1': 0.5735530658655611, 'test_precision': 0.5574705813389254, 'test_recall': 0.5962145110410094, 'combined_score': np.float64(0.5275396608430202)}, 'XGBoost': {'cv_accuracy': np.float64(0.6056224899598394), 'test_accuracy': 0.6025236593059937, 'test_f1': 0.5675533170000219, 'test_precision': 0.5385849136420223, 'test_recall': 0.6025236593059937, 'combined_score': np.float64(0.5918998220886184)}, 'KNN': {'cv_accuracy': np.float64(0.5485943775100401), 'test_accuracy': 0.3501577287066246, 'test_f1': 0.41022676497943295, 'test_precision': 0.6360203288920983, 'test_recall': 0.3501577287066246, 'combined_score': np.float64(0.43632629039869925)}, 'DecisionTree': {'cv_accuracy': np.float64(0.2289156626506024), 'test_accuracy': 0.14511041009463724, 'test_f1': 0.11566292081451336, 'test_precision': 0.5462512737382383, 'test_recall': 0.14511041009463724, 'combined_score': np.float64(0.16322966451991766)}, 'AdaBoost': {'cv_accuracy': np.float64(0.21204819277108433), 'test_accuracy': 0.45110410094637227, 'test_f1': 0.47955034101122607, 'test_precision': 0.5542872302696141, 'test_recall': 0.45110410094637227, 'combined_score': np.float64(0.3809008782428942)}, 'GradientBoosting': {'cv_accuracy': np.float64(0.5220883534136546), 'test_accuracy': 0.61198738170347, 'test_f1': 0.5995661886108323, 'test_precision': 0.5881853940739324, 'test_recall': 0.61198738170347, 'combined_score': np.float64(0.5778806412426524)}}"
META,sharpe_fixed,SharpeFixed_b-0.5_s0.25_v10_f1d,"{'buy_threshold': -0.5, 'sell_threshold': 0.25, 'vol_window': 10, 'forward_days': 1}",3,"{1: 0.404739336492891, 0: 0.34502369668246446, 2: 0.2502369668246445}",XGBoost,0.3753943217665615,0.3819333846795464,0.44544095665171896,0.4009228876992756,"{'LogisticRegression': {'cv_accuracy': np.float64(0.39461883408071746), 'test_accuracy': 0.3280757097791798, 'test_f1': 0.2980180807541119, 'test_precision': 0.4357084814358481, 'test_recall': 0.3280757097791798, 'combined_score': np.float64(0.34023754153800306)}, 'RandomForest': {'cv_accuracy': np.float64(0.46038863976083705), 'test_accuracy': 0.29652996845425866, 'test_f1': 0.27727697199634416, 'test_precision': 0.3332979371813267, 'test_recall': 0.29652996845425866, 'combined_score': np.float64(0.3447318600704799)}, 'XGBoost': {'cv_accuracy': np.float64(0.44544095665171896), 'test_accuracy': 0.3753943217665615, 'test_f1': 0.3819333846795464, 'test_precision': 0.4104932729594426, 'test_recall': 0.3753943217665615, 'combined_score': np.float64(0.4009228876992756)}, 'KNN': {'cv_accuracy': np.float64(0.39910313901345296), 'test_accuracy': 0.35962145110410093, 'test_f1': 0.36045899366259815, 'test_precision': 0.3752798014608225, 'test_recall': 0.35962145110410093, 'combined_score': np.float64(0.373061194593384)}, 'DecisionTree': {'cv_accuracy': np.float64(0.3423019431988042), 'test_accuracy': 0.3659305993690852, 'test_f1': 0.36702374918176534, 'test_precision': 0.39774035771730887, 'test_recall': 0.3659305993690852, 'combined_score': np.float64(0.35841876391655153)}, 'AdaBoost': {'cv_accuracy': np.float64(0.3423019431988042), 'test_accuracy': 0.31545741324921134, 'test_f1': 0.27505578210356235, 'test_precision': 0.30513183964946516, 'test_recall': 0.31545741324921134, 'combined_score': np.float64(0.31093837951719266)}, 'GradientBoosting': {'cv_accuracy': np.float64(0.4588938714499253), 'test_accuracy': 0.3627760252365931, 'test_f1': 0.3662038737831097, 'test_precision': 0.378946720928108, 'test_recall': 0.3627760252365931, 'combined_score': np.float64(0.395957923489876)}}"
META,sharpe_fixed,SharpeFixed_b-0.5_s0.25_v10_f3d,"{'buy_threshold': -0.5, 'sell_threshold': 0.25, 'vol_window': 10, 'forward_days': 3}",3,"{1: 0.4009478672985782, 0: 0.34407582938388626, 2: 0.25497630331753557}",XGBoost,0.38170347003154576,0.38316034099690666,0.45909090909090916,0.4079849067064538,"{'LogisticRegression': {'cv_accuracy': np.float64(0.40757575757575754), 'test_accuracy': 0.31545741324921134, 'test_f1': 0.2943320427387951, 'test_precision': 0.40513002094795697, 'test_recall': 0.31545741324921134, 'combined_score': np.float64(0.33912173785458793)}, 'RandomForest': {'cv_accuracy': np.float64(0.4257575757575758), 'test_accuracy': 0.3911671924290221, 'test_f1': 0.3922503868786331, 'test_precision': 0.4222136510356869, 'test_recall': 0.3911671924290221, 'combined_score': np.float64(0.4030583850217437)}, 'XGBoost': {'cv_accuracy': np.float64(0.45909090909090916), 'test_accuracy': 0.38170347003154576, 'test_f1': 0.38316034099690666, 'test_precision': 0.38502839770747715, 'test_recall': 0.38170347003154576, 'combined_score': np.float64(0.4079849067064538)}, 'KNN': {'cv_accuracy': np.float64(0.4212121212121212), 'test_accuracy': 0.3249211356466877, 'test_f1': 0.32235327744343983, 'test_precision': 0.35880484197219, 'test_recall': 0.3249211356466877, 'combined_score': np.float64(0.35616217810074957)}, 'DecisionTree': {'cv_accuracy': np.float64(0.356060606060606), 'test_accuracy': 0.29337539432176657, 'test_f1': 0.2649838223915761, 'test_precision': 0.37853368235004586, 'test_recall': 0.29337539432176657, 'combined_score': np.float64(0.3048066075913162)}, 'AdaBoost': {'cv_accuracy': np.float64(0.353030303030303), 'test_accuracy': 0.3659305993690852, 'test_f1': 0.35619308988745757, 'test_precision': 0.3944625128883286, 'test_recall': 0.3659305993690852, 'combined_score': np.float64(0.35838466409561526)}, 'GradientBoosting': {'cv_accuracy': np.float64(0.4227272727272727), 'test_accuracy': 0.35962145110410093, 'test_f1': 0.3480086487854639, 'test_precision': 0.34247350966593865, 'test_recall': 0.35962145110410093, 'combined_score': np.float64(0.37678579087227915)}}"
META,sharpe_fixed,SharpeFixed_b-0.5_s0.25_v10_f5d,"{'buy_threshold': -0.5, 'sell_threshold': 0.25, 'vol_window': 10, 'forward_days': 5}",3,"{1: 0.395260663507109, 0: 0.3469194312796208, 2: 0.25781990521327014}",XGBoost,0.3501577287066246,0.3549571853027141,0.4362519201228879,0.38045561137740885,"{'LogisticRegression': {'cv_accuracy': np.float64(0.37480798771121354), 'test_accuracy': 0.29652996845425866, 'test_f1': 0.25584543769600515, 'test_precision': 0.3605139894711947, 'test_recall': 0.29652996845425866, 'combined_score': np.float64(0.3090611312871591)}, 'RandomForest': {'cv_accuracy': np.float64(0.4362519201228879), 'test_accuracy': 0.3501577287066246, 'test_f1': 0.3397191109294712, 'test_precision': 0.411368312115809, 'test_recall': 0.3501577287066246, 'combined_score': np.float64(0.37537625325299456)}, 'XGBoost': {'cv_accuracy': np.float64(0.4362519201228879), 'test_accuracy': 0.3501577287066246, 'test_f1': 0.3549571853027141, 'test_precision': 0.36491797722081637, 'test_recall': 0.3501577287066246, 'combined_score': np.float64(0.38045561137740885)}, 'KNN': {'cv_accuracy': np.float64(0.38709677419354843), 'test_accuracy': 0.31230283911671924, 'test_f1': 0.29023673617388634, 'test_precision': 0.37096419479187376, 'test_recall': 0.31230283911671924, 'combined_score': np.float64(0.3298787831613847)}, 'DecisionTree': {'cv_accuracy': np.float64(0.3502304147465438), 'test_accuracy': 0.2996845425867508, 'test_f1': 0.2794619515818346, 'test_precision': 0.409715587602023, 'test_recall': 0.2996845425867508, 'combined_score': np.float64(0.30979230297170973)}, 'AdaBoost': {'cv_accuracy': np.float64(0.3225806451612903), 'test_accuracy': 0.35331230283911674, 'test_f1': 0.33443899314383213, 'test_precision': 0.366382968115358, 'test_recall': 0.35331230283911674, 'combined_score': np.float64(0.33677731371474634)}, 'GradientBoosting': {'cv_accuracy': np.float64(0.4147465437788018), 'test_accuracy': 0.30914826498422715, 'test_f1': 0.3032206409066986, 'test_precision': 0.3408261913527711, 'test_recall': 0.30914826498422715, 'combined_score': np.float64(0.3423718165565759)}}"
META,sharpe_fixed,SharpeFixed_b-0.5_s0.25_v20_f1d,"{'buy_threshold': -0.5, 'sell_threshold': 0.25, 'vol_window': 20, 'forward_days': 1}",3,"{1: 0.3943127962085308, 0: 0.36018957345971564, 2: 0.24549763033175356}",KNN,0.334384858044164,0.33725223159484335,0.3993855606758832,0.3570075501049635,"{'LogisticRegression': {'cv_accuracy': np.float64(0.3901689708141321), 'test_accuracy': 0.2807570977917981, 'test_f1': 0.23593358214382457, 'test_precision': 0.4023832301153523, 'test_recall': 0.2807570977917981, 'combined_score': np.float64(0.30228655024991824)}, 'RandomForest': {'cv_accuracy': np.float64(0.41321044546851), 'test_accuracy': 0.2902208201892745, 'test_f1': 0.2811205634893538, 'test_precision': 0.35106054624522315, 'test_recall': 0.2902208201892745, 'combined_score': np.float64(0.3281839430490461)}, 'XGBoost': {'cv_accuracy': np.float64(0.42857142857142855), 'test_accuracy': 0.31545741324921134, 'test_f1': 0.3103536805927301, 'test_precision': 0.37635009346708703, 'test_recall': 0.31545741324921134, 'combined_score': np.float64(0.35146084080445666)}, 'KNN': {'cv_accuracy': np.float64(0.3993855606758832), 'test_accuracy': 0.334384858044164, 'test_f1': 0.33725223159484335, 'test_precision': 0.376242318238133, 'test_recall': 0.334384858044164, 'combined_score': np.float64(0.3570075501049635)}, 'DecisionTree': {'cv_accuracy': np.float64(0.35791090629800304), 'test_accuracy': 0.2902208201892745, 'test_f1': 0.2307622858805309, 'test_precision': 0.4331326606785947, 'test_recall': 0.2902208201892745, 'combined_score': np.float64(0.29296467078926947)}, 'AdaBoost': {'cv_accuracy': np.float64(0.37019969278033793), 'test_accuracy': 0.26498422712933756, 'test_f1': 0.17871197917594162, 'test_precision': 0.36514053229167853, 'test_recall': 0.26498422712933756, 'combined_score': np.float64(0.271298633028539)}, 'GradientBoosting': {'cv_accuracy': np.float64(0.3840245775729647), 'test_accuracy': 0.3028391167192429, 'test_f1': 0.29732597606990463, 'test_precision': 0.35409125997789065, 'test_recall': 0.3028391167192429, 'combined_score': np.float64(0.32806322345403743)}}"
META,sharpe_fixed,SharpeFixed_b-0.5_s0.25_v20_f3d,"{'buy_threshold': -0.5, 'sell_threshold': 0.25, 'vol_window': 20, 'forward_days': 3}",3,"{1: 0.390521327014218, 0: 0.3630331753554502, 2: 0.24644549763033174}",KNN,0.3911671924290221,0.38807930137857843,0.4077519379844961,0.3956661439306988,"{'LogisticRegression': {'cv_accuracy': np.float64(0.3813953488372093), 'test_accuracy': 0.2996845425867508, 'test_f1': 0.25230219102113277, 'test_precision': 0.40408381098967816, 'test_recall': 0.2996845425867508, 'combined_score': np.float64(0.31112736081503095)}, 'RandomForest': {'cv_accuracy': np.float64(0.42170542635658914), 'test_accuracy': 0.3785488958990536, 'test_f1': 0.37438477416752886, 'test_precision': 0.42975461708802365, 'test_recall': 0.3785488958990536, 'combined_score': np.float64(0.39154636547439053)}, 'XGBoost': {'cv_accuracy': np.float64(0.4294573643410853), 'test_accuracy': 0.36908517350157727, 'test_f1': 0.37389878101115676, 'test_precision': 0.3826408485321708, 'test_recall': 0.36908517350157727, 'combined_score': np.float64(0.39081377295127306)}, 'KNN': {'cv_accuracy': np.float64(0.4077519379844961), 'test_accuracy': 0.3911671924290221, 'test_f1': 0.38807930137857843, 'test_precision': 0.4085314783100766, 'test_recall': 0.3911671924290221, 'combined_score': np.float64(0.3956661439306988)}, 'DecisionTree': {'cv_accuracy': np.float64(0.33178294573643413), 'test_accuracy': 0.3501577287066246, 'test_f1': 0.3544897061329488, 'test_precision': 0.3843957327079169, 'test_recall': 0.3501577287066246, 'combined_score': np.float64(0.34547679352533583)}, 'AdaBoost': {'cv_accuracy': np.float64(0.34108527131782945), 'test_accuracy': 0.35646687697160884, 'test_f1': 0.35573660023288334, 'test_precision': 0.38083442532299355, 'test_recall': 0.35646687697160884, 'combined_score': np.float64(0.35109624950744056)}, 'GradientBoosting': {'cv_accuracy': np.float64(0.4093023255813953), 'test_accuracy': 0.334384858044164, 'test_f1': 0.33501615428387027, 'test_precision': 0.35583754033078774, 'test_recall': 0.334384858044164, 'combined_score': np.float64(0.35956777930314315)}}"
META,sharpe_fixed,SharpeFixed_b-0.5_s0.25_v20_f5d,"{'buy_threshold': -0.5, 'sell_threshold': 0.25, 'vol_window': 20, 'forward_days': 5}",3,"{1: 0.3886255924170616, 0: 0.36777251184834125, 2: 0.24360189573459715}",RandomForest,0.3659305993690852,0.3725845098343418,0.4236760124610592,0.38739704055482876,"{'LogisticRegression': {'cv_accuracy': np.float64(0.38006230529595014), 'test_accuracy': 0.2586750788643533, 'test_f1': 0.1911432832422643, 'test_precision': 0.2683883248542892, 'test_recall': 0.2586750788643533, 'combined_score': np.float64(0.27662688913418926)}, 'RandomForest': {'cv_accuracy': np.float64(0.4236760124610592), 'test_accuracy': 0.3659305993690852, 'test_f1': 0.3725845098343418, 'test_precision': 0.3857593510590356, 'test_recall': 0.3659305993690852, 'combined_score': np.float64(0.38739704055482876)}, 'XGBoost': {'cv_accuracy': np.float64(0.43925233644859807), 'test_accuracy': 0.334384858044164, 'test_f1': 0.33789318529334783, 'test_precision': 0.34654696632558435, 'test_recall': 0.334384858044164, 'combined_score': np.float64(0.3705101265953699)}, 'KNN': {'cv_accuracy': np.float64(0.40498442367601245), 'test_accuracy': 0.31545741324921134, 'test_f1': 0.3042651416746796, 'test_precision': 0.37095417244828377, 'test_recall': 0.31545741324921134, 'combined_score': np.float64(0.3415689928666345)}, 'DecisionTree': {'cv_accuracy': np.float64(0.308411214953271), 'test_accuracy': 0.3312302839116719, 'test_f1': 0.3290521053097842, 'test_precision': 0.3615995867805109, 'test_recall': 0.3312302839116719, 'combined_score': np.float64(0.3228978680582424)}, 'AdaBoost': {'cv_accuracy': np.float64(0.35202492211838005), 'test_accuracy': 0.35962145110410093, 'test_f1': 0.34313683412376517, 'test_precision': 0.42488170347003157, 'test_recall': 0.35962145110410093, 'combined_score': np.float64(0.3515944024487487)}, 'GradientBoosting': {'cv_accuracy': np.float64(0.40809968847352024), 'test_accuracy': 0.30914826498422715, 'test_f1': 0.29250059042984977, 'test_precision': 0.2862436312036488, 'test_recall': 0.30914826498422715, 'combined_score': np.float64(0.3365828479625324)}}"
META,sharpe_fixed,SharpeFixed_b-0.5_s0.25_v30_f1d,"{'buy_threshold': -0.5, 'sell_threshold': 0.25, 'vol_window': 30, 'forward_days': 1}",3,"{1: 0.3943127962085308, 0: 0.3630331753554502, 2: 0.24265402843601896}",GradientBoosting,0.3438485804416404,0.34991505410371554,0.41131498470948014,0.368359539751612,"{'LogisticRegression': {'cv_accuracy': np.float64(0.3623853211009174), 'test_accuracy': 0.24605678233438485, 'test_f1': 0.16307828619247822, 'test_precision': 0.30144759901857693, 'test_recall': 0.24605678233438485, 'combined_score': np.float64(0.25717346320926016)}, 'RandomForest': {'cv_accuracy': np.float64(0.42354740061162083), 'test_accuracy': 0.30914826498422715, 'test_f1': 0.2995678727041835, 'test_precision': 0.3581250505540726, 'test_recall': 0.30914826498422715, 'combined_score': np.float64(0.34408784610001053)}, 'XGBoost': {'cv_accuracy': np.float64(0.45565749235474007), 'test_accuracy': 0.29652996845425866, 'test_f1': 0.2915827950528266, 'test_precision': 0.33938733221995426, 'test_recall': 0.29652996845425866, 'combined_score': np.float64(0.34792341862060844)}, 'KNN': {'cv_accuracy': np.float64(0.39908256880733944), 'test_accuracy': 0.3280757097791798, 'test_f1': 0.32824541147522207, 'test_precision': 0.3657054416529642, 'test_recall': 0.3280757097791798, 'combined_score': np.float64(0.35180123002058045)}, 'DecisionTree': {'cv_accuracy': np.float64(0.3425076452599389), 'test_accuracy': 0.2555205047318612, 'test_f1': 0.18336956820051264, 'test_precision': 0.36546550190083316, 'test_recall': 0.2555205047318612, 'combined_score': np.float64(0.26046590606410425)}, 'AdaBoost': {'cv_accuracy': np.float64(0.3195718654434251), 'test_accuracy': 0.3217665615141956, 'test_f1': 0.3029599088602236, 'test_precision': 0.38407188437499246, 'test_recall': 0.3217665615141956, 'combined_score': np.float64(0.31476611193928145)}, 'GradientBoosting': {'cv_accuracy': np.float64(0.41131498470948014), 'test_accuracy': 0.3438485804416404, 'test_f1': 0.34991505410371554, 'test_precision': 0.3729573109987228, 'test_recall': 0.3438485804416404, 'combined_score': np.float64(0.368359539751612)}}"
META,sharpe_fixed,SharpeFixed_b-0.5_s0.25_v30_f3d,"{'buy_threshold': -0.5, 'sell_threshold': 0.25, 'vol_window': 30, 'forward_days': 3}",3,"{1: 0.3943127962085308, 0: 0.36208530805687206, 2: 0.24360189573459715}",XGBoost,0.35646687697160884,0.35882047409688783,0.4672754946727549,0.39418761524708384,"{'LogisticRegression': {'cv_accuracy': np.float64(0.3820395738203957), 'test_accuracy': 0.29337539432176657, 'test_f1': 0.2533844985708376, 'test_precision': 0.3774082946350125, 'test_recall': 0.29337539432176657, 'combined_score': np.float64(0.30959982223766663)}, 'RandomForest': {'cv_accuracy': np.float64(0.41704718417047176), 'test_accuracy': 0.2870662460567823, 'test_f1': 0.28094277091514797, 'test_precision': 0.3458590933513778, 'test_recall': 0.2870662460567823, 'combined_score': np.float64(0.32835206704746733)}, 'XGBoost': {'cv_accuracy': np.float64(0.4672754946727549), 'test_accuracy': 0.35646687697160884, 'test_f1': 0.35882047409688783, 'test_precision': 0.36433768153011054, 'test_recall': 0.35646687697160884, 'combined_score': np.float64(0.39418761524708384)}, 'KNN': {'cv_accuracy': np.float64(0.4003044140030441), 'test_accuracy': 0.305993690851735, 'test_f1': 0.29766326238954904, 'test_precision': 0.3567151963043042, 'test_recall': 0.305993690851735, 'combined_score': np.float64(0.3346537890814427)}, 'DecisionTree': {'cv_accuracy': np.float64(0.31963470319634707), 'test_accuracy': 0.27129337539432175, 'test_f1': 0.25579556101113526, 'test_precision': 0.31340117015826796, 'test_recall': 0.27129337539432175, 'combined_score': np.float64(0.28224121320060136)}, 'AdaBoost': {'cv_accuracy': np.float64(0.31354642313546416), 'test_accuracy': 0.3659305993690852, 'test_f1': 0.3633151824393438, 'test_precision': 0.39875890463707586, 'test_recall': 0.3659305993690852, 'combined_score': np.float64(0.3475974016479644)}, 'GradientBoosting': {'cv_accuracy': np.float64(0.4155251141552512), 'test_accuracy': 0.36908517350157727, 'test_f1': 0.36931810185351865, 'test_precision': 0.37148248320243643, 'test_recall': 0.36908517350157727, 'combined_score': np.float64(0.38464279650344907)}}"
META,sharpe_fixed,SharpeFixed_b-0.5_s0.25_v30_f5d,"{'buy_threshold': -0.5, 'sell_threshold': 0.25, 'vol_window': 30, 'forward_days': 5}",3,"{1: 0.390521327014218, 0: 0.3687203791469194, 2: 0.24075829383886255}",XGBoost,0.36908517350157727,0.3675798944743804,0.41203703703703703,0.3829007016709982,"{'LogisticRegression': {'cv_accuracy': np.float64(0.3302469135802469), 'test_accuracy': 0.2744479495268139, 'test_f1': 0.21290791426738154, 'test_precision': 0.3288236439801275, 'test_recall': 0.2744479495268139, 'combined_score': np.float64(0.2725342591248141)}, 'RandomForest': {'cv_accuracy': np.float64(0.4012345679012346), 'test_accuracy': 0.334384858044164, 'test_f1': 0.31965679844713385, 'test_precision': 0.337911647247048, 'test_recall': 0.334384858044164, 'combined_score': np.float64(0.35175874146417746)}, 'XGBoost': {'cv_accuracy': np.float64(0.41203703703703703), 'test_accuracy': 0.36908517350157727, 'test_f1': 0.3675798944743804, 'test_precision': 0.39672029839921963, 'test_recall': 0.36908517350157727, 'combined_score': np.float64(0.3829007016709982)}, 'KNN': {'cv_accuracy': np.float64(0.38888888888888884), 'test_accuracy': 0.31230283911671924, 'test_f1': 0.29454311375135944, 'test_precision': 0.41167847855087303, 'test_recall': 0.31230283911671924, 'combined_score': np.float64(0.3319116139189892)}, 'DecisionTree': {'cv_accuracy': np.float64(0.3209876543209877), 'test_accuracy': 0.2902208201892745, 'test_f1': 0.2886985820954905, 'test_precision': 0.3339475328088085, 'test_recall': 0.2902208201892745, 'combined_score': np.float64(0.29996901886858424)}, 'AdaBoost': {'cv_accuracy': np.float64(0.32870370370370366), 'test_accuracy': 0.35962145110410093, 'test_f1': 0.3641746175227365, 'test_precision': 0.3776714943085285, 'test_recall': 0.35962145110410093, 'combined_score': np.float64(0.35083325744351374)}, 'GradientBoosting': {'cv_accuracy': np.float64(0.404320987654321), 'test_accuracy': 0.3501577287066246, 'test_f1': 0.3472356617951174, 'test_precision': 0.34896580275364586, 'test_recall': 0.3501577287066246, 'combined_score': np.float64(0.367238126052021)}}"
META,sharpe_fixed,SharpeFixed_b-0.5_s0.5_v10_f1d,"{'buy_threshold': -0.5, 'sell_threshold': 0.5, 'vol_window': 10, 'forward_days': 1}",3,"{0: 0.42938388625592416, 1: 0.32037914691943126, 2: 0.2502369668246445}",RandomForest,0.35646687697160884,0.3587953339910634,0.5083333333333333,0.40786518143200184,"{'LogisticRegression': {'cv_accuracy': np.float64(0.3625), 'test_accuracy': 0.3186119873817035, 'test_f1': 0.2899841070179014, 'test_precision': 0.4474759840251251, 'test_recall': 0.3186119873817035, 'combined_score': np.float64(0.3236986981332017)}, 'RandomForest': {'cv_accuracy': np.float64(0.5083333333333333), 'test_accuracy': 0.35646687697160884, 'test_f1': 0.3587953339910634, 'test_precision': 0.4213229592891868, 'test_recall': 0.35646687697160884, 'combined_score': np.float64(0.40786518143200184)}, 'XGBoost': {'cv_accuracy': np.float64(0.5111111111111111), 'test_accuracy': 0.3438485804416404, 'test_f1': 0.3333289557484025, 'test_precision': 0.4385919452309759, 'test_recall': 0.3438485804416404, 'combined_score': np.float64(0.39609621576705134)}, 'KNN': {'cv_accuracy': np.float64(0.4444444444444444), 'test_accuracy': 0.3312302839116719, 'test_f1': 0.33223740716442085, 'test_precision': 0.3453011337467545, 'test_recall': 0.3312302839116719, 'combined_score': np.float64(0.3693040451735124)}, 'DecisionTree': {'cv_accuracy': np.float64(0.3736111111111111), 'test_accuracy': 0.3722397476340694, 'test_f1': 0.3689881560610384, 'test_precision': 0.4694461964577746, 'test_recall': 0.3722397476340694, 'combined_score': np.float64(0.3716130049354063)}, 'AdaBoost': {'cv_accuracy': np.float64(0.3499999999999999), 'test_accuracy': 0.31545741324921134, 'test_f1': 0.285311280407975, 'test_precision': 0.3935537411599761, 'test_recall': 0.31545741324921134, 'combined_score': np.float64(0.31692289788572875)}, 'GradientBoosting': {'cv_accuracy': np.float64(0.5152777777777778), 'test_accuracy': 0.35331230283911674, 'test_f1': 0.35010886545914643, 'test_precision': 0.4058120548470531, 'test_recall': 0.35331230283911674, 'combined_score': np.float64(0.40623298202534697)}}"
META,sharpe_fixed,SharpeFixed_b-0.5_s0.5_v10_f3d,"{'buy_threshold': -0.5, 'sell_threshold': 0.5, 'vol_window': 10, 'forward_days': 3}",3,"{0: 0.4218009478672986, 1: 0.3232227488151659, 2: 0.25497630331753557}",XGBoost,0.4069400630914827,0.41645074966046886,0.4862914862914863,0.4365607663478126,"{'LogisticRegression': {'cv_accuracy': np.float64(0.3694083694083694), 'test_accuracy': 0.31230283911671924, 'test_f1': 0.28109595021570033, 'test_precision': 0.3975574435519948, 'test_recall': 0.31230283911671924, 'combined_score': np.float64(0.320935719580263)}, 'RandomForest': {'cv_accuracy': np.float64(0.45165945165945165), 'test_accuracy': 0.34069400630914826, 'test_f1': 0.33547967873574785, 'test_precision': 0.3961247159445025, 'test_recall': 0.34069400630914826, 'combined_score': np.float64(0.3759443789014492)}, 'XGBoost': {'cv_accuracy': np.float64(0.4862914862914863), 'test_accuracy': 0.4069400630914827, 'test_f1': 0.41645074966046886, 'test_precision': 0.44732562551938554, 'test_recall': 0.4069400630914827, 'combined_score': np.float64(0.4365607663478126)}, 'KNN': {'cv_accuracy': np.float64(0.44733044733044736), 'test_accuracy': 0.334384858044164, 'test_f1': 0.33001051524710834, 'test_precision': 0.37182797800173084, 'test_recall': 0.334384858044164, 'combined_score': np.float64(0.37057527354057324)}, 'DecisionTree': {'cv_accuracy': np.float64(0.32323232323232326), 'test_accuracy': 0.31230283911671924, 'test_f1': 0.3074759503618228, 'test_precision': 0.3681600422036648, 'test_recall': 0.31230283911671924, 'combined_score': np.float64(0.31433703757028847)}, 'AdaBoost': {'cv_accuracy': np.float64(0.3593073593073593), 'test_accuracy': 0.39747634069400634, 'test_f1': 0.4025550967927129, 'test_precision': 0.4250426371042153, 'test_recall': 0.39747634069400634, 'combined_score': np.float64(0.38644626559802614)}, 'GradientBoosting': {'cv_accuracy': np.float64(0.44733044733044736), 'test_accuracy': 0.38170347003154576, 'test_f1': 0.34601309222868176, 'test_precision': 0.36524496442171245, 'test_recall': 0.38170347003154576, 'combined_score': np.float64(0.39168233653022494)}}"
META,sharpe_fixed,SharpeFixed_b-0.5_s0.5_v10_f5d,"{'buy_threshold': -0.5, 'sell_threshold': 0.5, 'vol_window': 10, 'forward_days': 5}",3,"{0: 0.414218009478673, 1: 0.32796208530805687, 2: 0.25781990521327014}",XGBoost,0.35962145110410093,0.3549301192415734,0.4692982456140351,0.39461660531990317,"{'LogisticRegression': {'cv_accuracy': np.float64(0.3961988304093567), 'test_accuracy': 0.30914826498422715, 'test_f1': 0.27629185297613434, 'test_precision': 0.4337628544440286, 'test_recall': 0.30914826498422715, 'combined_score': np.float64(0.32721298278990607)}, 'RandomForest': {'cv_accuracy': np.float64(0.4619883040935673), 'test_accuracy': 0.31230283911671924, 'test_f1': 0.3158532639509539, 'test_precision': 0.3260702186685106, 'test_recall': 0.31230283911671924, 'combined_score': np.float64(0.36338146905374685)}, 'XGBoost': {'cv_accuracy': np.float64(0.4692982456140351), 'test_accuracy': 0.35962145110410093, 'test_f1': 0.3549301192415734, 'test_precision': 0.35386025646278013, 'test_recall': 0.35962145110410093, 'combined_score': np.float64(0.39461660531990317)}, 'KNN': {'cv_accuracy': np.float64(0.4078947368421053), 'test_accuracy': 0.3249211356466877, 'test_f1': 0.30219712605664495, 'test_precision': 0.39458464773922186, 'test_recall': 0.3249211356466877, 'combined_score': np.float64(0.3450043328484793)}, 'DecisionTree': {'cv_accuracy': np.float64(0.3552631578947369), 'test_accuracy': 0.2555205047318612, 'test_f1': 0.2003376894499854, 'test_precision': 0.2705777313021603, 'test_recall': 0.2555205047318612, 'combined_score': np.float64(0.27037378402552786)}, 'AdaBoost': {'cv_accuracy': np.float64(0.3757309941520468), 'test_accuracy': 0.3753943217665615, 'test_f1': 0.37767473563558557, 'test_precision': 0.3884556910926416, 'test_recall': 0.3753943217665615, 'combined_score': np.float64(0.37626668385139794)}, 'GradientBoosting': {'cv_accuracy': np.float64(0.48538011695906436), 'test_accuracy': 0.33753943217665616, 'test_f1': 0.33454804471368677, 'test_precision': 0.35892355728834696, 'test_recall': 0.33753943217665616, 'combined_score': np.float64(0.38582253128313576)}}"
