asset,target_type,target_name,parameters,n_classes,class_distribution,best_model,best_accuracy,best_f1,best_cv_accuracy,combined_score,all_models
URTH,simple_returns,SimpleReturns_b-0.02_s0.01_f5d,"{'buy_threshold': -0.02, 'sell_threshold': 0.01, 'forward_days': 5}",3,"{0: 0.5071090047393365, 1: 0.3469194312796208, 2: 0.14597156398104266}",RandomForest,0.49842271293375395,0.4597704501124055,0.5347985347985348,0.49766389928156474,"{'LogisticRegression': {'cv_accuracy': np.float64(0.35042735042735046), 'test_accuracy': 0.2334384858044164, 'test_f1': 0.21722738260142305, 'test_precision': 0.4934298710980483, 'test_recall': 0.2334384858044164, 'combined_score': np.float64(0.2670310729443966)}, 'RandomForest': {'cv_accuracy': np.float64(0.5347985347985348), 'test_accuracy': 0.49842271293375395, 'test_f1': 0.4597704501124055, 'test_precision': 0.5004870219713321, 'test_recall': 0.49842271293375395, 'combined_score': np.float64(0.49766389928156474)}, 'XGBoost': {'cv_accuracy': np.float64(0.5726495726495727), 'test_accuracy': 0.40063091482649843, 'test_f1': 0.42635213520802495, 'test_precision': 0.49031275831238713, 'test_recall': 0.40063091482649843, 'combined_score': np.float64(0.46654420756136544)}, 'KNN': {'cv_accuracy': np.float64(0.5311355311355311), 'test_accuracy': 0.3280757097791798, 'test_f1': 0.3439573127015207, 'test_precision': 0.4500487663634008, 'test_recall': 0.3280757097791798, 'combined_score': np.float64(0.4010561845387439)}, 'DecisionTree': {'cv_accuracy': np.float64(0.3321123321123321), 'test_accuracy': 0.2618296529968454, 'test_f1': 0.19691093195356402, 'test_precision': 0.42519617214793326, 'test_recall': 0.2618296529968454, 'combined_score': np.float64(0.26361763902091384)}, 'AdaBoost': {'cv_accuracy': np.float64(0.3235653235653235), 'test_accuracy': 0.31230283911671924, 'test_f1': 0.29843452777805135, 'test_precision': 0.47456931263718044, 'test_recall': 0.31230283911671924, 'combined_score': np.float64(0.31143423015336474)}, 'GradientBoosting': {'cv_accuracy': np.float64(0.5616605616605617), 'test_accuracy': 0.501577287066246, 'test_f1': 0.4242417757868752, 'test_precision': 0.5671236754832969, 'test_recall': 0.501577287066246, 'combined_score': np.float64(0.495826541504561)}}"
URTH,simple_returns,SimpleReturns_b-0.02_s0.02_f1d,"{'buy_threshold': -0.02, 'sell_threshold': 0.02, 'forward_days': 1}",3,"{0: 0.9412322274881516, 1: 0.03033175355450237, 2: 0.02843601895734597}",XGBoost,0.9589905362776026,0.9389150500109217,0.8320413436692506,0.9099823099859249,"{'LogisticRegression': {'cv_accuracy': np.float64(0.5768733850129198), 'test_accuracy': 0.6876971608832808, 'test_f1': 0.7856280896228425, 'test_precision': 0.9252835966990848, 'test_recall': 0.6876971608832808, 'combined_score': np.float64(0.6833995451730144)}, 'RandomForest': {'cv_accuracy': np.float64(0.7021963824289404), 'test_accuracy': 0.9589905362776026, 'test_f1': 0.9389150500109217, 'test_precision': 0.9196628486700037, 'test_recall': 0.9589905362776026, 'combined_score': np.float64(0.8667006562391549)}, 'XGBoost': {'cv_accuracy': np.float64(0.8320413436692506), 'test_accuracy': 0.9589905362776026, 'test_f1': 0.9389150500109217, 'test_precision': 0.9196628486700037, 'test_recall': 0.9589905362776026, 'combined_score': np.float64(0.9099823099859249)}, 'KNN': {'cv_accuracy': np.float64(0.7564599483204134), 'test_accuracy': 0.9621451104100947, 'test_f1': 0.9504840270819873, 'test_precision': 0.9585183547991721, 'test_recall': 0.9621451104100947, 'combined_score': np.float64(0.8896963619374985)}, 'DecisionTree': {'cv_accuracy': np.float64(0.5258397932816538), 'test_accuracy': 0.8170347003154574, 'test_f1': 0.8643446610150162, 'test_precision': 0.9202016036887568, 'test_recall': 0.8170347003154574, 'combined_score': np.float64(0.7357397182040425)}, 'AdaBoost': {'cv_accuracy': np.float64(0.4102067183462532), 'test_accuracy': 0.9242902208201893, 'test_f1': 0.9212597610797953, 'test_precision': 0.918249108265809, 'test_recall': 0.9242902208201893, 'combined_score': np.float64(0.7519189000820793)}, 'GradientBoosting': {'cv_accuracy': np.float64(0.7041343669250647), 'test_accuracy': 0.9589905362776026, 'test_f1': 0.9389150500109217, 'test_precision': 0.9196628486700037, 'test_recall': 0.9589905362776026, 'combined_score': np.float64(0.8673466510711964)}}"
URTH,simple_returns,SimpleReturns_b-0.02_s0.02_f3d,"{'buy_threshold': -0.02, 'sell_threshold': 0.02, 'forward_days': 3}",3,"{0: 0.790521327014218, 1: 0.1061611374407583, 2: 0.1033175355450237}",XGBoost,0.7917981072555205,0.7694530837772942,0.7858255451713395,0.7823589120680513,"{'LogisticRegression': {'cv_accuracy': np.float64(0.4166666666666667), 'test_accuracy': 0.4195583596214511, 'test_f1': 0.5001811499605294, 'test_precision': 0.7364151939835862, 'test_recall': 0.4195583596214511, 'combined_score': np.float64(0.44546872541621574)}, 'RandomForest': {'cv_accuracy': np.float64(0.6495327102803738), 'test_accuracy': 0.804416403785489, 'test_f1': 0.7557503816269749, 'test_precision': 0.7139899677274523, 'test_recall': 0.804416403785489, 'combined_score': np.float64(0.7365664985642791)}, 'XGBoost': {'cv_accuracy': np.float64(0.7858255451713395), 'test_accuracy': 0.7917981072555205, 'test_f1': 0.7694530837772942, 'test_precision': 0.7640468644323001, 'test_recall': 0.7917981072555205, 'combined_score': np.float64(0.7823589120680513)}, 'KNN': {'cv_accuracy': np.float64(0.7274143302180685), 'test_accuracy': 0.8296529968454258, 'test_f1': 0.7792327585245957, 'test_precision': 0.7480202278902969, 'test_recall': 0.8296529968454258, 'combined_score': np.float64(0.77876669519603)}, 'DecisionTree': {'cv_accuracy': np.float64(0.4680685358255452), 'test_accuracy': 0.6025236593059937, 'test_f1': 0.6700887576816152, 'test_precision': 0.8194847657622526, 'test_recall': 0.6025236593059937, 'combined_score': np.float64(0.5802269842710513)}, 'AdaBoost': {'cv_accuracy': np.float64(0.35903426791277254), 'test_accuracy': 0.6719242902208202, 'test_f1': 0.7078341608284152, 'test_precision': 0.8482240825283618, 'test_recall': 0.6719242902208202, 'combined_score': np.float64(0.5795975729873359)}, 'GradientBoosting': {'cv_accuracy': np.float64(0.7079439252336449), 'test_accuracy': 0.7981072555205048, 'test_f1': 0.7517216317247147, 'test_precision': 0.7492891657786733, 'test_recall': 0.7981072555205048, 'combined_score': np.float64(0.7525909374929548)}}"
URTH,simple_returns,SimpleReturns_b-0.02_s0.02_f5d,"{'buy_threshold': -0.02, 'sell_threshold': 0.02, 'forward_days': 5}",3,"{0: 0.6786729857819905, 1: 0.17535545023696683, 2: 0.14597156398104266}",XGBoost,0.6182965299684543,0.6082064493684737,0.7214611872146118,0.6493213888505133,"{'LogisticRegression': {'cv_accuracy': np.float64(0.34337899543378997), 'test_accuracy': 0.29337539432176657, 'test_f1': 0.3432323515732427, 'test_precision': 0.6660074020209299, 'test_recall': 0.29337539432176657, 'combined_score': np.float64(0.32666224710959973)}, 'RandomForest': {'cv_accuracy': np.float64(0.6100456621004566), 'test_accuracy': 0.6340694006309149, 'test_f1': 0.6156088464425237, 'test_precision': 0.626278523900141, 'test_recall': 0.6340694006309149, 'combined_score': np.float64(0.6199079697246317)}, 'XGBoost': {'cv_accuracy': np.float64(0.7214611872146118), 'test_accuracy': 0.6182965299684543, 'test_f1': 0.6082064493684737, 'test_precision': 0.6169190599639532, 'test_recall': 0.6182965299684543, 'combined_score': np.float64(0.6493213888505133)}, 'KNN': {'cv_accuracy': np.float64(0.6356164383561644), 'test_accuracy': 0.5488958990536278, 'test_f1': 0.587189966156757, 'test_precision': 0.6476577118286936, 'test_recall': 0.5488958990536278, 'combined_score': np.float64(0.5905674345221831)}, 'DecisionTree': {'cv_accuracy': np.float64(0.2301369863013699), 'test_accuracy': 0.22397476340694006, 'test_f1': 0.23134810122295096, 'test_precision': 0.5668972560101282, 'test_recall': 0.22397476340694006, 'combined_score': np.float64(0.22848661697708694)}, 'AdaBoost': {'cv_accuracy': np.float64(0.2812785388127854), 'test_accuracy': 0.526813880126183, 'test_f1': 0.5826833840746531, 'test_precision': 0.682568472194381, 'test_recall': 0.526813880126183, 'combined_score': np.float64(0.4635919343378738)}, 'GradientBoosting': {'cv_accuracy': np.float64(0.691324200913242), 'test_accuracy': 0.5236593059936908, 'test_f1': 0.5477737757279331, 'test_precision': 0.5789655870577555, 'test_recall': 0.5236593059936908, 'combined_score': np.float64(0.5875857608782886)}}"
URTH,simple_returns,SimpleReturns_b-0.01_s0.005_f1d,"{'buy_threshold': -0.01, 'sell_threshold': 0.005, 'forward_days': 1}",3,"{0: 0.576303317535545, 1: 0.29289099526066353, 2: 0.13080568720379146}",XGBoost,0.4921135646687697,0.4990138352507746,0.5221143473570659,0.5044139157588701,"{'LogisticRegression': {'cv_accuracy': np.float64(0.3322545846817691), 'test_accuracy': 0.29337539432176657, 'test_f1': 0.31312226634939705, 'test_precision': 0.49675054025186915, 'test_recall': 0.29337539432176657, 'combined_score': np.float64(0.3129174151176442)}, 'RandomForest': {'cv_accuracy': np.float64(0.4261057173678533), 'test_accuracy': 0.41324921135646686, 'test_f1': 0.42925143757298667, 'test_precision': 0.45956468473214057, 'test_recall': 0.41324921135646686, 'combined_score': np.float64(0.42286878876576894)}, 'XGBoost': {'cv_accuracy': np.float64(0.5221143473570659), 'test_accuracy': 0.4921135646687697, 'test_f1': 0.4990138352507746, 'test_precision': 0.546800325411465, 'test_recall': 0.4921135646687697, 'combined_score': np.float64(0.5044139157588701)}, 'KNN': {'cv_accuracy': np.float64(0.40453074433656955), 'test_accuracy': 0.2618296529968454, 'test_f1': 0.2829989131955473, 'test_precision': 0.38700192260957056, 'test_recall': 0.2618296529968454, 'combined_score': np.float64(0.31645310350965405)}, 'DecisionTree': {'cv_accuracy': np.float64(0.3387270765911543), 'test_accuracy': 0.416403785488959, 'test_f1': 0.46240375092957603, 'test_precision': 0.5514559169830243, 'test_recall': 0.416403785488959, 'combined_score': np.float64(0.4058448710032298)}, 'AdaBoost': {'cv_accuracy': np.float64(0.3376483279395901), 'test_accuracy': 0.43217665615141954, 'test_f1': 0.45239696844861543, 'test_precision': 0.5881887607999341, 'test_recall': 0.43217665615141954, 'combined_score': np.float64(0.4074073175132084)}, 'GradientBoosting': {'cv_accuracy': np.float64(0.4466019417475728), 'test_accuracy': 0.3753943217665615, 'test_f1': 0.38324382940763424, 'test_precision': 0.4652989511775732, 'test_recall': 0.3753943217665615, 'combined_score': np.float64(0.40174669764058946)}}"
URTH,simple_returns,SimpleReturns_b-0.01_s0.005_f3d,"{'buy_threshold': -0.01, 'sell_threshold': 0.005, 'forward_days': 3}",3,"{1: 0.43033175355450237, 0: 0.35165876777251187, 2: 0.21800947867298578}",XGBoost,0.3911671924290221,0.40172903228337803,0.5021645021645021,0.43168690895896744,"{'LogisticRegression': {'cv_accuracy': np.float64(0.38239538239538245), 'test_accuracy': 0.305993690851735, 'test_f1': 0.31109276120592555, 'test_precision': 0.4399298155257454, 'test_recall': 0.305993690851735, 'combined_score': np.float64(0.33316061148434767)}, 'RandomForest': {'cv_accuracy': np.float64(0.49639249639249644), 'test_accuracy': 0.38170347003154576, 'test_f1': 0.3483391859443151, 'test_precision': 0.4513664550440244, 'test_recall': 0.38170347003154576, 'combined_score': np.float64(0.40881171745611916)}, 'XGBoost': {'cv_accuracy': np.float64(0.5021645021645021), 'test_accuracy': 0.3911671924290221, 'test_f1': 0.40172903228337803, 'test_precision': 0.4382462165076069, 'test_recall': 0.3911671924290221, 'combined_score': np.float64(0.43168690895896744)}, 'KNN': {'cv_accuracy': np.float64(0.44877344877344877), 'test_accuracy': 0.3312302839116719, 'test_f1': 0.30402555741515774, 'test_precision': 0.324684897622986, 'test_recall': 0.3312302839116719, 'combined_score': np.float64(0.3613430967000928)}, 'DecisionTree': {'cv_accuracy': np.float64(0.3593073593073593), 'test_accuracy': 0.3438485804416404, 'test_f1': 0.31872007256012064, 'test_precision': 0.4946674733157599, 'test_recall': 0.3438485804416404, 'combined_score': np.float64(0.34062533743637347)}, 'AdaBoost': {'cv_accuracy': np.float64(0.354978354978355), 'test_accuracy': 0.40063091482649843, 'test_f1': 0.40484865391967984, 'test_precision': 0.4166393252625913, 'test_recall': 0.40063091482649843, 'combined_score': np.float64(0.3868193079081778)}, 'GradientBoosting': {'cv_accuracy': np.float64(0.481962481962482), 'test_accuracy': 0.33753943217665616, 'test_f1': 0.34731981578911614, 'test_precision': 0.3645291366009359, 'test_recall': 0.33753943217665616, 'combined_score': np.float64(0.38894057664275145)}}"
URTH,simple_returns,SimpleReturns_b-0.01_s0.005_f5d,"{'buy_threshold': -0.01, 'sell_threshold': 0.005, 'forward_days': 5}",3,"{1: 0.47014218009478675, 0: 0.2853080568720379, 2: 0.24454976303317535}",AdaBoost,0.4952681388012618,0.4356207366789733,0.3591731266149871,0.4300206673650741,"{'LogisticRegression': {'cv_accuracy': np.float64(0.30103359173126615), 'test_accuracy': 0.35331230283911674, 'test_f1': 0.34848506884785585, 'test_precision': 0.4145033256802245, 'test_recall': 0.35331230283911674, 'combined_score': np.float64(0.33427698780607956)}, 'RandomForest': {'cv_accuracy': np.float64(0.4883720930232558), 'test_accuracy': 0.39747634069400634, 'test_f1': 0.40052934207469404, 'test_precision': 0.46070802663862603, 'test_recall': 0.39747634069400634, 'combined_score': np.float64(0.42879259193065206)}, 'XGBoost': {'cv_accuracy': np.float64(0.48320413436692505), 'test_accuracy': 0.3186119873817035, 'test_f1': 0.32574700837433745, 'test_precision': 0.41892876949411173, 'test_recall': 0.3186119873817035, 'combined_score': np.float64(0.37585437670765537)}, 'KNN': {'cv_accuracy': np.float64(0.5051679586563308), 'test_accuracy': 0.3785488958990536, 'test_f1': 0.38039039827078475, 'test_precision': 0.39220658598559077, 'test_recall': 0.3785488958990536, 'combined_score': np.float64(0.4213690842753897)}, 'DecisionTree': {'cv_accuracy': np.float64(0.2997416020671835), 'test_accuracy': 0.33753943217665616, 'test_f1': 0.2956810924832061, 'test_precision': 0.4739811461797472, 'test_recall': 0.33753943217665616, 'combined_score': np.float64(0.31098737557568196)}, 'AdaBoost': {'cv_accuracy': np.float64(0.3591731266149871), 'test_accuracy': 0.4952681388012618, 'test_f1': 0.4356207366789733, 'test_precision': 0.4793808822222317, 'test_recall': 0.4952681388012618, 'combined_score': np.float64(0.4300206673650741)}, 'GradientBoosting': {'cv_accuracy': np.float64(0.49870801033591733), 'test_accuracy': 0.36908517350157727, 'test_f1': 0.3538720628459993, 'test_precision': 0.3811606285820722, 'test_recall': 0.36908517350157727, 'combined_score': np.float64(0.40722174889449797)}}"
URTH,simple_returns,SimpleReturns_b-0.01_s0.01_f1d,"{'buy_threshold': -0.01, 'sell_threshold': 0.01, 'forward_days': 1}",3,"{0: 0.7232227488151659, 1: 0.14597156398104266, 2: 0.13080568720379146}",XGBoost,0.6214511041009464,0.6318503754303995,0.6256544502617801,0.6263186432643754,"{'LogisticRegression': {'cv_accuracy': np.float64(0.3089005235602094), 'test_accuracy': 0.444794952681388, 'test_f1': 0.5208646170900061, 'test_precision': 0.7193154983485178, 'test_recall': 0.444794952681388, 'combined_score': np.float64(0.42485336444386784)}, 'RandomForest': {'cv_accuracy': np.float64(0.5008726003490401), 'test_accuracy': 0.6876971608832808, 'test_f1': 0.6745866612971787, 'test_precision': 0.6906414300736067, 'test_recall': 0.6876971608832808, 'combined_score': np.float64(0.6210521408431665)}, 'XGBoost': {'cv_accuracy': np.float64(0.6256544502617801), 'test_accuracy': 0.6214511041009464, 'test_f1': 0.6318503754303995, 'test_precision': 0.6481711279447409, 'test_recall': 0.6214511041009464, 'combined_score': np.float64(0.6263186432643754)}, 'KNN': {'cv_accuracy': np.float64(0.5026178010471205), 'test_accuracy': 0.5331230283911672, 'test_f1': 0.5760328189579027, 'test_precision': 0.645023854107172, 'test_recall': 0.5331230283911672, 'combined_score': np.float64(0.5372578827987301)}, 'DecisionTree': {'cv_accuracy': np.float64(0.2181500872600349), 'test_accuracy': 0.48264984227129337, 'test_f1': 0.5475470335601079, 'test_precision': 0.6853896108278699, 'test_recall': 0.48264984227129337, 'combined_score': np.float64(0.41611565436381204)}, 'AdaBoost': {'cv_accuracy': np.float64(0.3054101221640489), 'test_accuracy': 0.5520504731861199, 'test_f1': 0.6068195754592206, 'test_precision': 0.7086740767565611, 'test_recall': 0.5520504731861199, 'combined_score': np.float64(0.4880933902697964)}, 'GradientBoosting': {'cv_accuracy': np.float64(0.524432809773124), 'test_accuracy': 0.6498422712933754, 'test_f1': 0.6477091708424532, 'test_precision': 0.6488477201032407, 'test_recall': 0.6498422712933754, 'combined_score': np.float64(0.6073280839696509)}}"
URTH,simple_returns,SimpleReturns_b-0.01_s0.01_f3d,"{'buy_threshold': -0.01, 'sell_threshold': 0.01, 'forward_days': 3}",3,"{0: 0.4843601895734597, 1: 0.2976303317535545, 2: 0.21800947867298578}",GradientBoosting,0.5205047318611987,0.4261683648864486,0.48249027237354086,0.47638778970706275,"{'LogisticRegression': {'cv_accuracy': np.float64(0.34500648508430604), 'test_accuracy': 0.305993690851735, 'test_f1': 0.3106815701016147, 'test_precision': 0.4494020175408187, 'test_recall': 0.305993690851735, 'combined_score': np.float64(0.32056058201255194)}, 'RandomForest': {'cv_accuracy': np.float64(0.4773022049286641), 'test_accuracy': 0.4637223974763407, 'test_f1': 0.4710459725022001, 'test_precision': 0.508430969347903, 'test_recall': 0.4637223974763407, 'combined_score': np.float64(0.47069019163573494)}, 'XGBoost': {'cv_accuracy': np.float64(0.4993514915693904), 'test_accuracy': 0.39747634069400634, 'test_f1': 0.418839940190861, 'test_precision': 0.49076428147546625, 'test_recall': 0.39747634069400634, 'combined_score': np.float64(0.43855592415141925)}, 'KNN': {'cv_accuracy': np.float64(0.4993514915693904), 'test_accuracy': 0.334384858044164, 'test_f1': 0.3509156421304308, 'test_precision': 0.4291944393751104, 'test_recall': 0.334384858044164, 'combined_score': np.float64(0.3948839972479951)}, 'DecisionTree': {'cv_accuracy': np.float64(0.32036316472114135), 'test_accuracy': 0.3470031545741325, 'test_f1': 0.3465568046568958, 'test_precision': 0.5536254280620607, 'test_recall': 0.3470031545741325, 'combined_score': np.float64(0.3379743746507233)}, 'AdaBoost': {'cv_accuracy': np.float64(0.3722438391699092), 'test_accuracy': 0.39747634069400634, 'test_f1': 0.4106914361642749, 'test_precision': 0.48378834311475816, 'test_recall': 0.39747634069400634, 'combined_score': np.float64(0.39347053867606346)}, 'GradientBoosting': {'cv_accuracy': np.float64(0.48249027237354086), 'test_accuracy': 0.5205047318611987, 'test_f1': 0.4261683648864486, 'test_precision': 0.43483802442910247, 'test_recall': 0.5205047318611987, 'combined_score': np.float64(0.47638778970706275)}}"
URTH,simple_returns,SimpleReturns_b-0.01_s0.01_f5d,"{'buy_threshold': -0.01, 'sell_threshold': 0.01, 'forward_days': 5}",3,"{0: 0.4085308056872038, 1: 0.3469194312796208, 2: 0.24454976303317535}",XGBoost,0.41009463722397477,0.41453918769435905,0.4581430745814307,0.42759229983325486,"{'LogisticRegression': {'cv_accuracy': np.float64(0.4140030441400304), 'test_accuracy': 0.31545741324921134, 'test_f1': 0.2586438579647583, 'test_precision': 0.34486186789025913, 'test_recall': 0.31545741324921134, 'combined_score': np.float64(0.329368105118)}, 'RandomForest': {'cv_accuracy': np.float64(0.4505327245053272), 'test_accuracy': 0.2996845425867508, 'test_f1': 0.30369261392403957, 'test_precision': 0.34788295955845266, 'test_recall': 0.2996845425867508, 'combined_score': np.float64(0.3513032936720392)}, 'XGBoost': {'cv_accuracy': np.float64(0.4581430745814307), 'test_accuracy': 0.41009463722397477, 'test_f1': 0.41453918769435905, 'test_precision': 0.5267409939049158, 'test_recall': 0.41009463722397477, 'combined_score': np.float64(0.42759229983325486)}, 'KNN': {'cv_accuracy': np.float64(0.4505327245053272), 'test_accuracy': 0.305993690851735, 'test_f1': 0.3046445257417431, 'test_precision': 0.34739143678422507, 'test_recall': 0.305993690851735, 'combined_score': np.float64(0.3537236470329351)}, 'DecisionTree': {'cv_accuracy': np.float64(0.33181126331811267), 'test_accuracy': 0.3722397476340694, 'test_f1': 0.2973261698038425, 'test_precision': 0.3799951725667853, 'test_recall': 0.3722397476340694, 'combined_score': np.float64(0.3337923935853415)}, 'AdaBoost': {'cv_accuracy': np.float64(0.31963470319634696), 'test_accuracy': 0.38801261829652994, 'test_f1': 0.34081406760238975, 'test_precision': 0.4064581442134157, 'test_recall': 0.38801261829652994, 'combined_score': np.float64(0.34948712969842227)}, 'GradientBoosting': {'cv_accuracy': np.float64(0.45357686453576856), 'test_accuracy': 0.3438485804416404, 'test_f1': 0.33157710406755647, 'test_precision': 0.5033025620521151, 'test_recall': 0.3438485804416404, 'combined_score': np.float64(0.37633418301498844)}}"
URTH,simple_returns,SimpleReturns_b-0.01_s0.02_f1d,"{'buy_threshold': -0.01, 'sell_threshold': 0.02, 'forward_days': 1}",3,"{0: 0.8388625592417062, 2: 0.13080568720379146, 1: 0.03033175355450237}",XGBoost,0.750788643533123,0.7746211520637994,0.7581120943952803,0.7611739633307343,"{'LogisticRegression': {'cv_accuracy': np.float64(0.4985250737463127), 'test_accuracy': 0.3943217665615142, 'test_f1': 0.4874626477128524, 'test_precision': 0.7953533213478317, 'test_recall': 0.3943217665615142, 'combined_score': np.float64(0.46010316267355983)}, 'RandomForest': {'cv_accuracy': np.float64(0.612094395280236), 'test_accuracy': 0.7539432176656151, 'test_f1': 0.7766469912788165, 'test_precision': 0.8042946755554174, 'test_recall': 0.7539432176656151, 'combined_score': np.float64(0.7142282014082225)}, 'XGBoost': {'cv_accuracy': np.float64(0.7581120943952803), 'test_accuracy': 0.750788643533123, 'test_f1': 0.7746211520637994, 'test_precision': 0.8037497286044522, 'test_recall': 0.750788643533123, 'combined_score': np.float64(0.7611739633307343)}, 'KNN': {'cv_accuracy': np.float64(0.6806784660766961), 'test_accuracy': 0.6025236593059937, 'test_f1': 0.6779299182993985, 'test_precision': 0.801072275420202, 'test_recall': 0.6025236593059937, 'combined_score': np.float64(0.6537106812273628)}, 'DecisionTree': {'cv_accuracy': np.float64(0.4904129793510325), 'test_accuracy': 0.5583596214511041, 'test_f1': 0.6469927726430336, 'test_precision': 0.8217182367202284, 'test_recall': 0.5583596214511041, 'combined_score': np.float64(0.5652551244817233)}, 'AdaBoost': {'cv_accuracy': np.float64(0.46312684365781714), 'test_accuracy': 0.8201892744479495, 'test_f1': 0.834931985154187, 'test_precision': 0.8541536824139685, 'test_recall': 0.8201892744479495, 'combined_score': np.float64(0.7060827010866513)}, 'GradientBoosting': {'cv_accuracy': np.float64(0.6393805309734514), 'test_accuracy': 0.7602523659305994, 'test_f1': 0.7775249521642447, 'test_precision': 0.7972069613298833, 'test_recall': 0.7602523659305994, 'combined_score': np.float64(0.7257192830227651)}}"
URTH,simple_returns,SimpleReturns_b-0.01_s0.02_f3d,"{'buy_threshold': -0.01, 'sell_threshold': 0.02, 'forward_days': 3}",3,"{0: 0.6758293838862559, 2: 0.21800947867298578, 1: 0.1061611374407583}",XGBoost,0.6056782334384858,0.5923698245514467,0.6298342541436465,0.6092941040445264,"{'LogisticRegression': {'cv_accuracy': np.float64(0.3517495395948435), 'test_accuracy': 0.45741324921135645, 'test_f1': 0.48163572996162746, 'test_precision': 0.6171360917443557, 'test_recall': 0.45741324921135645, 'combined_score': np.float64(0.43026617292260916)}, 'RandomForest': {'cv_accuracy': np.float64(0.5331491712707183), 'test_accuracy': 0.416403785488959, 'test_f1': 0.4531653897699391, 'test_precision': 0.5732796646045857, 'test_recall': 0.416403785488959, 'combined_score': np.float64(0.46757278217653875)}, 'XGBoost': {'cv_accuracy': np.float64(0.6298342541436465), 'test_accuracy': 0.6056782334384858, 'test_f1': 0.5923698245514467, 'test_precision': 0.5814938391436814, 'test_recall': 0.6056782334384858, 'combined_score': np.float64(0.6092941040445264)}, 'KNN': {'cv_accuracy': np.float64(0.5248618784530387), 'test_accuracy': 0.5236593059936908, 'test_f1': 0.5617922892148915, 'test_precision': 0.6509155180913441, 'test_recall': 0.5236593059936908, 'combined_score': np.float64(0.5367711578872071)}, 'DecisionTree': {'cv_accuracy': np.float64(0.36279926335174956), 'test_accuracy': 0.5457413249211357, 'test_f1': 0.5861753296251905, 'test_precision': 0.6789830900739087, 'test_recall': 0.5457413249211357, 'combined_score': np.float64(0.4982386392993585)}, 'AdaBoost': {'cv_accuracy': np.float64(0.2937384898710866), 'test_accuracy': 0.555205047318612, 'test_f1': 0.5939595149539721, 'test_precision': 0.7244904440297493, 'test_recall': 0.555205047318612, 'combined_score': np.float64(0.4809676840478902)}, 'GradientBoosting': {'cv_accuracy': np.float64(0.574585635359116), 'test_accuracy': 0.49842271293375395, 'test_f1': 0.5181936267480896, 'test_precision': 0.5649561049568386, 'test_recall': 0.49842271293375395, 'combined_score': np.float64(0.5304006583469865)}}"
URTH,simple_returns,SimpleReturns_b-0.01_s0.02_f5d,"{'buy_threshold': -0.01, 'sell_threshold': 0.02, 'forward_days': 5}",3,"{0: 0.5800947867298578, 2: 0.24454976303317535, 1: 0.17535545023696683}",GradientBoosting,0.5457413249211357,0.5331299741670565,0.6387995712754555,0.5725569567878827,"{'LogisticRegression': {'cv_accuracy': np.float64(0.3762057877813505), 'test_accuracy': 0.4384858044164038, 'test_f1': 0.465983410723671, 'test_precision': 0.5527855995219914, 'test_recall': 0.4384858044164038, 'combined_score': np.float64(0.4268916676404751)}, 'RandomForest': {'cv_accuracy': np.float64(0.6077170418006431), 'test_accuracy': 0.3943217665615142, 'test_f1': 0.39697883679645557, 'test_precision': 0.4821003917218428, 'test_recall': 0.3943217665615142, 'combined_score': np.float64(0.46633921505287096)}, 'XGBoost': {'cv_accuracy': np.float64(0.654876741693462), 'test_accuracy': 0.41324921135646686, 'test_f1': 0.42173924209091596, 'test_precision': 0.5279740213418143, 'test_recall': 0.41324921135646686, 'combined_score': np.float64(0.49662173171361496)}, 'KNN': {'cv_accuracy': np.float64(0.6141479099678456), 'test_accuracy': 0.4921135646687697, 'test_f1': 0.5025599358972591, 'test_precision': 0.523742564047996, 'test_recall': 0.4921135646687697, 'combined_score': np.float64(0.5362738035112914)}, 'DecisionTree': {'cv_accuracy': np.float64(0.36441586280814575), 'test_accuracy': 0.3627760252365931, 'test_f1': 0.3883759213816079, 'test_precision': 0.47895004450442213, 'test_recall': 0.3627760252365931, 'combined_score': np.float64(0.37185593647544896)}, 'AdaBoost': {'cv_accuracy': np.float64(0.3054662379421222), 'test_accuracy': 0.6309148264984227, 'test_f1': 0.5526282358181596, 'test_precision': 0.4920937207199466, 'test_recall': 0.6309148264984227, 'combined_score': np.float64(0.4963364334195681)}, 'GradientBoosting': {'cv_accuracy': np.float64(0.6387995712754555), 'test_accuracy': 0.5457413249211357, 'test_f1': 0.5331299741670565, 'test_precision': 0.5253510187435755, 'test_recall': 0.5457413249211357, 'combined_score': np.float64(0.5725569567878827)}}"
