asset,target_type,target_name,parameters,n_classes,class_distribution,best_model,best_accuracy,best_f1,best_cv_accuracy,combined_score,all_models
META,mean_reversion,MeanReversion_z2.0_lb20_f1d,"{'z_score_threshold': 2.0, 'lookback': 20, 'forward_days': 1}",3,"{0: 0.8881516587677725, 1: 0.07393364928909953, 2: 0.037914691943127965}",AdaBoost,1.0,1.0,1.0,1.0,"{'LogisticRegression': {'cv_accuracy': np.float64(0.9714867617107942), 'test_accuracy': 0.8643533123028391, 'test_f1': 0.8901132004278627, 'test_precision': 0.9307730888777053, 'test_recall': 0.8643533123028391, 'combined_score': np.float64(0.9086510914804986)}, 'RandomForest': {'cv_accuracy': np.float64(0.9918533604887984), 'test_accuracy': 0.9905362776025236, 'test_f1': 0.9894693459362228, 'test_precision': 0.9906358957330234, 'test_recall': 0.9905362776025236, 'combined_score': np.float64(0.990619661342515)}, 'XGBoost': {'cv_accuracy': np.float64(0.9816700610997963), 'test_accuracy': 0.9905362776025236, 'test_f1': 0.9901226770772567, 'test_precision': 0.9906712347745218, 'test_recall': 0.9905362776025236, 'combined_score': np.float64(0.9874430052598587)}, 'KNN': {'cv_accuracy': np.float64(0.914460285132383), 'test_accuracy': 0.8675078864353313, 'test_f1': 0.8782574299521311, 'test_precision': 0.8948414168225862, 'test_recall': 0.8675078864353313, 'combined_score': np.float64(0.8867418671732817)}, 'DecisionTree': {'cv_accuracy': np.float64(0.9918533604887984), 'test_accuracy': 1.0, 'test_f1': 1.0, 'test_precision': 1.0, 'test_recall': 1.0, 'combined_score': np.float64(0.997284453496266)}, 'AdaBoost': {'cv_accuracy': np.float64(1.0), 'test_accuracy': 1.0, 'test_f1': 1.0, 'test_precision': 1.0, 'test_recall': 1.0, 'combined_score': np.float64(1.0)}, 'GradientBoosting': {'cv_accuracy': np.float64(0.9918533604887984), 'test_accuracy': 1.0, 'test_f1': 1.0, 'test_precision': 1.0, 'test_recall': 1.0, 'combined_score': np.float64(0.997284453496266)}}"
URTH,rsi_based,RSI_os20_ob65_f1d,"{'oversold': 20, 'overbought': 65, 'forward_days': 1}",2,"{0: 0.8161137440758294, 1: 0.18388625592417063}",XGBoost,1.0,1.0,1.0,1.0,"{'LogisticRegression': {'cv_accuracy': np.float64(0.9759562841530055), 'test_accuracy': 0.8990536277602523, 'test_f1': 0.9053322405532507, 'test_precision': 0.931682758181181, 'test_recall': 0.8990536277602523, 'combined_score': np.float64(0.9267807174888362)}, 'RandomForest': {'cv_accuracy': np.float64(0.9945355191256832), 'test_accuracy': 0.9936908517350158, 'test_f1': 0.9937245735586622, 'test_precision': 0.9938737255977689, 'test_recall': 0.9936908517350158, 'combined_score': np.float64(0.9939836481397871)}, 'XGBoost': {'cv_accuracy': np.float64(1.0), 'test_accuracy': 1.0, 'test_f1': 1.0, 'test_precision': 1.0, 'test_recall': 1.0, 'combined_score': np.float64(1.0)}, 'KNN': {'cv_accuracy': np.float64(0.9158469945355191), 'test_accuracy': 0.8769716088328076, 'test_f1': 0.8620488518620224, 'test_precision': 0.8782863265614144, 'test_recall': 0.8769716088328076, 'combined_score': np.float64(0.8849558184101163)}, 'DecisionTree': {'cv_accuracy': np.float64(1.0), 'test_accuracy': 0.9905362776025236, 'test_f1': 0.990611332458589, 'test_precision': 0.9909418657052727, 'test_recall': 0.9905362776025236, 'combined_score': np.float64(0.9937158700203709)}, 'AdaBoost': {'cv_accuracy': np.float64(1.0), 'test_accuracy': 0.9905362776025236, 'test_f1': 0.990611332458589, 'test_precision': 0.9909418657052727, 'test_recall': 0.9905362776025236, 'combined_score': np.float64(0.9937158700203709)}, 'GradientBoosting': {'cv_accuracy': np.float64(1.0), 'test_accuracy': 0.9905362776025236, 'test_f1': 0.990611332458589, 'test_precision': 0.9909418657052727, 'test_recall': 0.9905362776025236, 'combined_score': np.float64(0.9937158700203709)}}"
